Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Datetime,Date
2024-12-30 12:25:00-05:00,252.92999267578125,253.10000610351562,252.6999969482422,253.0500030517578,134403,0.0,0.0,2024-12-30 12:25:00-05:00,2024-12-30
2024-12-30 12:30:00-05:00,253.05999755859375,253.1699981689453,253.00999450683594,253.14999389648438,123129,0.0,0.0,2024-12-30 12:30:00-05:00,2024-12-30
2024-12-30 12:35:00-05:00,253.1667938232422,253.1667938232422,252.9199981689453,253.10000610351562,104530,0.0,0.0,2024-12-30 12:35:00-05:00,2024-12-30
2024-12-30 12:40:00-05:00,253.125,253.2799072265625,252.9499969482422,253.2449951171875,246321,0.0,0.0,2024-12-30 12:40:00-05:00,2024-12-30
2024-12-30 12:45:00-05:00,253.22999572753906,253.40750122070312,253.1999969482422,253.3699951171875,133815,0.0,0.0,2024-12-30 12:45:00-05:00,2024-12-30
2024-12-30 12:50:00-05:00,253.375,253.4199981689453,253.0449981689453,253.05999755859375,106392,0.0,0.0,2024-12-30 12:50:00-05:00,2024-12-30
2024-12-30 12:55:00-05:00,253.0460968017578,253.47000122070312,252.6999969482422,253.41000366210938,141141,0.0,0.0,2024-12-30 12:55:00-05:00,2024-12-30
2024-12-30 13:00:00-05:00,253.14500427246094,253.41000366210938,252.99000549316406,253.0399932861328,118877,0.0,0.0,2024-12-30 13:00:00-05:00,2024-12-30
2024-12-30 13:05:00-05:00,253.0399932861328,253.11000061035156,252.8699951171875,253.0,106017,0.0,0.0,2024-12-30 13:05:00-05:00,2024-12-30
2024-12-30 13:10:00-05:00,253.00999450683594,253.1466064453125,252.91000366210938,253.06199645996094,109458,0.0,0.0,2024-12-30 13:10:00-05:00,2024-12-30
2024-12-30 13:15:00-05:00,253.0449981689453,253.14999389648438,252.8300018310547,252.9199981689453,93411,0.0,0.0,2024-12-30 13:15:00-05:00,2024-12-30
2024-12-30 13:20:00-05:00,252.91000366210938,253.0260009765625,252.6613006591797,252.7100067138672,101225,0.0,0.0,2024-12-30 13:20:00-05:00,2024-12-30
2024-12-30 13:25:00-05:00,252.69500732421875,252.9499969482422,252.5,252.82000732421875,135296,0.0,0.0,2024-12-30 13:25:00-05:00,2024-12-30
2024-12-30 13:30:00-05:00,252.80499267578125,253.1999969482422,252.77000427246094,253.16000366210938,126402,0.0,0.0,2024-12-30 13:30:00-05:00,2024-12-30
2024-12-30 13:35:00-05:00,253.15499877929688,253.28990173339844,252.77000427246094,252.94009399414062,106783,0.0,0.0,2024-12-30 13:35:00-05:00,2024-12-30
2024-12-30 13:40:00-05:00,252.94000244140625,253.19000244140625,252.86000061035156,253.14500427246094,101021,0.0,0.0,2024-12-30 13:40:00-05:00,2024-12-30
2024-12-30 13:45:00-05:00,253.16000366210938,253.25999450683594,253.06019592285156,253.1300048828125,106203,0.0,0.0,2024-12-30 13:45:00-05:00,2024-12-30
2024-12-30 13:50:00-05:00,253.1199951171875,253.25999450683594,252.9459991455078,253.25,120278,0.0,0.0,2024-12-30 13:50:00-05:00,2024-12-30
2024-12-30 13:55:00-05:00,253.2100067138672,253.2899932861328,253.02999877929688,253.1300048828125,96551,0.0,0.0,2024-12-30 13:55:00-05:00,2024-12-30
2024-12-30 14:00:00-05:00,253.12010192871094,253.20199584960938,252.97000122070312,253.00999450683594,115228,0.0,0.0,2024-12-30 14:00:00-05:00,2024-12-30
2024-12-30 14:05:00-05:00,253.01609802246094,253.14999389648438,252.8488006591797,253.11000061035156,127019,0.0,0.0,2024-12-30 14:05:00-05:00,2024-12-30
2024-12-30 14:10:00-05:00,253.10000610351562,253.1074981689453,252.75999450683594,252.9149932861328,102224,0.0,0.0,2024-12-30 14:10:00-05:00,2024-12-30
2024-12-30 14:15:00-05:00,252.9199981689453,253.02999877929688,252.80999755859375,252.83999633789062,109028,0.0,0.0,2024-12-30 14:15:00-05:00,2024-12-30
2024-12-30 14:20:00-05:00,252.83999633789062,252.92999267578125,252.58999633789062,252.85499572753906,165665,0.0,0.0,2024-12-30 14:20:00-05:00,2024-12-30
2024-12-30 14:25:00-05:00,252.83999633789062,253.00999450683594,252.80999755859375,252.9364013671875,101947,0.0,0.0,2024-12-30 14:25:00-05:00,2024-12-30
2024-12-30 14:30:00-05:00,252.92999267578125,253.1999969482422,252.88999938964844,253.07000732421875,6169967,0.0,0.0,2024-12-30 14:30:00-05:00,2024-12-30
2024-12-30 14:35:00-05:00,253.0850067138672,253.16990661621094,253.0399932861328,253.1300048828125,88151,0.0,0.0,2024-12-30 14:35:00-05:00,2024-12-30
2024-12-30 14:40:00-05:00,253.1199951171875,253.25999450683594,253.1199951171875,253.1199951171875,182869,0.0,0.0,2024-12-30 14:40:00-05:00,2024-12-30
2024-12-30 14:45:00-05:00,253.12379455566406,253.35400390625,253.0500030517578,253.19949340820312,112739,0.0,0.0,2024-12-30 14:45:00-05:00,2024-12-30
2024-12-30 14:50:00-05:00,253.19500732421875,253.4499969482422,253.13999938964844,253.33079528808594,95234,0.0,0.0,2024-12-30 14:50:00-05:00,2024-12-30
2024-12-30 14:55:00-05:00,253.37890625,253.49989318847656,253.27999877929688,253.33999633789062,147233,0.0,0.0,2024-12-30 14:55:00-05:00,2024-12-30
2024-12-30 15:00:00-05:00,253.34800720214844,253.39999389648438,253.14500427246094,253.1699981689453,135308,0.0,0.0,2024-12-30 15:00:00-05:00,2024-12-30
2024-12-30 15:05:00-05:00,253.17999267578125,253.3350067138672,253.0800018310547,253.22999572753906,116449,0.0,0.0,2024-12-30 15:05:00-05:00,2024-12-30
2024-12-30 15:10:00-05:00,253.25999450683594,253.47999572753906,253.14920043945312,253.39999389648438,144184,0.0,0.0,2024-12-30 15:10:00-05:00,2024-12-30
2024-12-30 15:15:00-05:00,253.2794952392578,253.47000122070312,253.19009399414062,253.23019409179688,150329,0.0,0.0,2024-12-30 15:15:00-05:00,2024-12-30
2024-12-30 15:20:00-05:00,253.22500610351562,253.25,252.97999572753906,253.02999877929688,138712,0.0,0.0,2024-12-30 15:20:00-05:00,2024-12-30
2024-12-30 15:25:00-05:00,253.0399932861328,253.0850067138672,252.69000244140625,252.72000122070312,155922,0.0,0.0,2024-12-30 15:25:00-05:00,2024-12-30
2024-12-30 15:30:00-05:00,252.72999572753906,252.9199981689453,252.69000244140625,252.7100067138672,179951,0.0,0.0,2024-12-30 15:30:00-05:00,2024-12-30
2024-12-30 15:35:00-05:00,252.73989868164062,252.79750061035156,252.55999755859375,252.66749572753906,178059,0.0,0.0,2024-12-30 15:35:00-05:00,2024-12-30
2024-12-30 15:40:00-05:00,252.6699981689453,252.97250366210938,252.64999389648438,252.83999633789062,193675,0.0,0.0,2024-12-30 15:40:00-05:00,2024-12-30
2024-12-30 15:45:00-05:00,252.85000610351562,253.0399932861328,252.74000549316406,252.88499450683594,195699,0.0,0.0,2024-12-30 15:45:00-05:00,2024-12-30
2024-12-30 15:50:00-05:00,252.83999633789062,253.0,252.5,252.61000061035156,339466,0.0,0.0,2024-12-30 15:50:00-05:00,2024-12-30
2024-12-30 15:55:00-05:00,252.60000610351562,252.69000244140625,252.0399932861328,252.1199951171875,1318482,0.0,0.0,2024-12-30 15:55:00-05:00,2024-12-30
